,tweet,subtask_a
2187, that's a strange question to ask me because of course i love my sister i'm her big brother i'm there to make sure she is safe and alive,NOT
2188, crazy maxine is either huffing spray paint or smoking crack ,NOT
2189, call these outsiders out most of these comments and likes come from liberals in other states trying to swing elections in wisconsin shine the light on who and what they are scott walker has been a target of theirs since his first governor election we got this let’s do it,NOT
2190, she is just trying to get more donations ,NOT
2191, boy you sleeeeeeepppp ass be ret on pansy or bailey tonight ,NOT
2192, “buzzfeed news contacted the woman believed to be the subject of the letter at her home last week she declined to comment buzzfeed news has not been able to confirm the contents of the letter” now hearing she is a high school classmate,NOT
2193, yes it's why i had to take a break  play on a thread for awhile bad bad bad red pill is bitter,NOT
2194, also tina  one for the old school liberals,NOT
2195,i now have over k followers only k to go to get to my goal ,NOT
2196, just blocked a th so much easier and you know it drives them nuts ,NOT
2197, andrea mitchell another political hack embedded in the news media listen to the tone of that interview she is looking for a gotcha moment instead of commending the guy for the work that he is doing at every turn he shoots her down and it kills her,OFF
2198, the daily vitriol and hatred spewed by scheming liberals is meant to incite precisely this type of lunacy,NOT
2199, now is the time to begin scheduling sunday college football games you can push these americaphobes and police haters right off the ratings cliff ,NOT
2200, you don't know her she is senegalese ,NOT
2201, had no interest in watching the dnc hour with a hunch of sanctimonious liberals who trigger over everything except when they are insulting those who disagree with their cause of choice for the moment pass,NOT
2202, the only hate speech that i hear these last  years is from liberals stop the hate,OFF
2203, and it's not that the legal profession is somehow biased towards conservatives the federalist society exists because conservative were not wellfostered in the profession,NOT
2204, prime example as to why we can't have anymore liberals in our government they don't want to nor do they know our constitution they prefer to dictate and be superior than americans their hate for our republic is brazen and we need to keep them out ,OFF
2205, these people are special lol ,NOT
2206,broke my toe on my second day in maga,NOT
2207, lol lol lol lol lol you are a fool,OFF
2208, chicago has strict gun control laws  but within a few miles there is a free sale and exchange zone that nullifies rational efforts banning gun sales in the city of chicago helped a lot restricting illinois sales helped indiana won't participate ,NOT
2209, hes sure as hell not one of is either traitor liberals all of them,OFF
2210, nigga thought it was gone a  point game funny to ya boy,NOT
2211, they need to add more gun control laws and democrats to run things they have more of both than areas with much much less crime,NOT
2212, i thought lisa o’neill rode him she is brilliant though,NOT
2213, how crazy youre a professor and you lie and slander conservatives wow lowest of the low i hope you're proud of yourself every false statement you've ever made is being revorded and you'll be judged accordingly best bet is to just sit down w n talk,NOT
2214, griexsevia,NOT
2215, please don't start with what he is concerned about she wants to go out if he has something planned or an idea of what to do movie or not it's scary avery felt like there was something she wanted him to know but she couldn't remember what off the top of her head,OFF
2216, quit being a fig and stop allowing violence against conservatives on your platform,NOT
2217,manhattan liberals bus north to campaign for dem congressional candidate via  ,NOT
2218, that’s the aim liberty ,NOT
2219, that's what you are implying that noone took correct recordshaving been to hospital it is usual for the doctors or nurses to record as they goso it is your claim that so many are incompetent if no single record was produced correctly,OFF
2220, evil in a white robe,NOT
2221,trump’s border wall will never happen ,NOT
2222, you are a dope a delusional libtard ask the govoner of puerto rico about the fantastic response by our president ,OFF
